"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"37.5";"38.25";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"38.25";"39.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"39.0";"39.5";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"39.5";"39.986";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"39.986";"40.02";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"40.02";"40.66";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"40.7";"40.98";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"40.98";"41.015";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"41.015";"42.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"42.0";"42.5";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"42.5";"44.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"44.0";"47.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"47.0";"50.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"50.0";"52.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"52.0";"68.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"68.0";"70.45";"MHz";"PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"70.45";"74.8";"MHz";"PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"75.2";"87.5";"MHz";"PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"146.0";"148.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"148.0";"149.9";"MHz";"PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"149.9";"150.05";"MHz";"PMR/PAMR ← Land mobile"
"EN 301 166";"http://www.etsi.org/deliver/etsi_en/301100_301199/301166/02.01.01_60/en_301166v020101p.pdf";"150.05";"153.0";"MHz";"PMR/PAMR ← Land mobile"
